question,answer,image_id
what is kept on the table cloth,newspapers,image773
what is stuck on the wall in the corner,photo,image1299
what is to the left of the wall decoration,toys_shelf,image1376
what is kept on top of the seater,pillow,image1012
what is in front of the sofa,table,image1238
what is on the table,"keyboard, mouse, box",image555
how many table,2,image466
what is the colour of the chair,"red, brown",image631
what are stuck on the wall,photo,image1202
what is in the sink,"plate, spatula",image840
what is in front of the blinds,projector_screen,image26
what is the object on the side table,lamp,image76
what is the colour of the wall,pink,image1164
what is leaning against the left rack,ladder,image86
what is in front of the sofa,table,image1224
what is the colour of the bag,"blue, black",image493
what is on the tv stand,television,image1316
what is at the bottom left,tv_stand,image1198
how many drawers are there,9,image75
how many pillows are there,2,image58
what is the number found in the photo frame,8,image921
what is above utensil,tissue_roll,image573
what is on the right side of the fireplace,table,image1224
what is below the shelf,bag,image626
how many mirrors are there,2,image674
what color is the table fan on the floor on the right side of the wall,black,image832
how many chairs are there,7,image1364
how many chairs are there,4,image864
how many shelves are above the monitor,2,image396
what near the guitar,tricycle,image350
how many chairs are there,3,image453
what is on the bed,pillow,image58
what is on the wall,picture,image1121
what are available on the steel rack,cup,image101
what is behind the table,sofa,image1286
what is in front of the bed,table,image419
what is on the table,framed_certificate,image1032
what is kept in the bottom rack of the shelf,box,image1019
what is present near the right side of the wall,window,image1040
what is found on the table,"lamp, decoration_item",image1269
what is on the top of the computer case on the right side of the picture,modem,image20
what is to the right of the window,chair,image1421
what is the object facing the television,bed,image1138
what is hung on the ceiling,chandelier,image1016
what is in front of refridgerator,microwave,image569
what are the things on the sofa,"remote_control, clothes",image1263
what is the object on the table left of the cooker,hot_water_heater,image844
what color is the sink,white,image48
what is the object close to the sink,faucet_handle,image46
what is on the left side of the blue shelf,door,image1145
what is is in the third rack of the shelf,books,image152
what are the objects above the toilet on the shelf frame,tissue_box,image47
what is to left of sink,toilet,image505
what is in front of the door,table,image1232
how many lamps are there,1,image1443
how many black objects are there,1,image65
how many pillows are there on the sofa,2,image375
what color is the tea table,brown,image1275
what is the silver and gray colour object,microwave,image853
what is behind the ornamental item,mirror,image661
what is hanged on the ceiling,chandelier,image1364
how many chairs are there,6,image888
what color is the bookshelf,brown,image90
what is hanged on the bunk bed,towel,image1160
what is the object below the window close to the wall,heater,image77
what is the object in front of the window on the right side,sofa,image1249
what is on the floor,table,image1366
how many sofas are,3,image35
how many red chairs are there,6,image39
what is the object close to the wall,framed_certificate,image9
what is the close to the counter,sink,image130
what is stuck on the top of the fireplace,photo,image1323
what is on the left most side on the table,"bag, flower",image783
what are the things on the rack,"photo, toy, decorative_item",image1368
what is on the right side of the paper,bottle_of_hand_wash_liquid,image856
what is the colour of the wall,brown,image482
what is on the right side of the drawers,bookshelf,image1195
how many windows and doors are there,4,image1424
what object is in front of the window,sofa,image981
what is in front of sofa,stand,image591
what is in front of the sofa,fan,image647
what is the object left of the sink,room_divider,image48
what is to left of toilet,sink,image709
what is behind the chair,doll_house,image444
what is the colour of the object on the wall,green,image513
what is above the towel,picture,image667
what is the object close to the wall behind the table,window,image971
what are the objects found near the sink,"bottle_of_hand_wash_liquid, hand_sanitizer",image674
what is the colour of the colour of the towels,purple,image733
what is on the left side of the table,chair,image1228
what is the object on the table,decoration_item,image1418
what is the object close to the wall below the window,heater,image77
what is on the shelves,picture,image906
what is the colour of the chair,red,image1361
how many wheels are in the chair,5,image474
what is in front of the bed,pillow,image1071
what is on the wall,picture,image778
what is the red object under the mirror,tissue_box,image47
what object is found on the table,coffee_machine,image817
what is the colour of the star shaped decorative object,green,image961
what is in front of the coffee table,sofa,image1329
what is to the right of the cabinet,excercise_machine,image1213
what is in front of the pillow,clothes,image81
what is on the left side of the shaver,cream,image505
what is in front of chair,computer,image279
what is on the table,monitor,image111
what is beneath the table,drawer,image1391
how many drawers are there,3,image405
what is on the right side of the laundry basket,stand,image407
what is the colour of the monitor,black,image111
how many pillows in the bed,2,image532
what is in front of the bookshelf,board,image1100
what is on the right side of the bed,"carton, comforter, clothes",image1168
what is on the top of the right bookshelf,decoration_item,image1170
what is the object close to the wall below the window,picture,image1161
what is on the left side of the chair,plastic_box,image447
what is at the corner of the room,chair,image1286
what is placed on the shelf,pillow,image238
what is in fornt of the window on the left side of the fan coil on the right side of the wall,ornamental_plant,image14
what is on the chair,pillow,image444
what is on the right side of the sofa,lamp,image1272
what is the green colour object found in the first rack,oil_container,image977
what is the object on the floor close to the pillar,trolley,image108
what is on the left side of the sink,kitchen_utensils,image865
what is behind the table,drawer,image349
what is on the right most side on the table,cup,image413
what is on the edge of the night stand on the left side of the bed,telephone,image1188
what is on the table,"paper, decorative_item",image880
what is in front of toilet,door,image722
what is beneath the picture,television,image1121
what is covering the bed on its top,bed_sheets,image1036
what are around the table,chair,image1405
what is the circular object on the table,fan,image929
what is on the chair,pillow,image1371
what is on the table,"clothes, tissue_box",image1035
what is the object on the table in the corner,lamp,image988
what is the object close to the sink,faucet,image860
what is found below the photo,sofa,image1326
what is on the stove burner,tin_foil,image136
what colour shirt is the man wearing,white,image519
what are stuck on the wall,photo,image1432
what is above the bowl,chandelier,image772
what are the things on the cabinet,"lamp, book, paper",image1071
what color are the cabinets,brown,image765
what is the object close to the wall side to the cabinet,window,image870
what are the things found on the sink,"toothbrush, hand_sanitizer, cream",image659
how many stools are there,2,image105
what is near the framed certificate,bookshelf,image355
how many black telephones are there on the light brown table,1,image23
what is at the left side of the bed,cabinet,image1060
how many bottles on bathtub,3,image737
what is the object close to the floor,floor_mat,image589
what is below the bed,bed_sheets,image949
what is on the right side of the picture,blinds,image732
what is on the right side of the stool,piano,image1387
what is found to the left side of the door,wardrobe,image925
what is on the wall,picture,image954
what is placed on the table,lamp,image537
what is on the right side of the night stand,basket,image514
what is on the right side of the curtain,bathtub,image667
what is the object close to the towel rod,towel,image693
what is behind the sofa,whiteboard,image439
what is on the right side of the chair,table,image887
what is the object close to the wall behind the chair,whiteboard,image33
what is in front of the fireplace,sofa,image1323
what is available on the right side of the bed,night_stand,image1048
how many sofas are there,1,image1337
what is on the left side of the sink,kitchen_utensils,image833
what is behind the sofa,bookshelf,image1336
what is the colour of the carpet,red,image1277
how many lamps are there,2,image1175
what is on the right most side on the table,"telephone, book, cd_disc",image476
what is in front of the bed,television,image985
how many monitors are there on the table,1,image782
how many lights are fitted close to the ceiling,2,image16
how many ornamental plants are there,2,image894
what is the object on the table,candelabra,image1380
what is above the table,chandelier,image1406
what is on the left side of the wall,door,image485
how many fishes are there on the wall,12,image1325
what is placed in the sink,basket,image561
what is behind the coffee table,mantel,image1444
what is on the sofa,pillow,image359
what is placed in the shelf,utensils,image550
what is the blue colour object on the table,scale,image330
what is behind the sofa,banister,image1281
how many plants are there on the floor,3,image457
which objects are in this room to show the countries,"map, globe",image309
what is to the left of the computer,dvd_player,image612
how many chairs are around the table,7,image329
what is on the clothes hanger,towel,image659
how many pictures are visible,3,image1316
what is the colour of the wall,pink,image457
what is in front of the,bag,image491
what is found below the storage rack,computer,image823
what is to the right of basin,towel,image46
how many televisions are there,1,image595
what is on the wall on the right side of the blinds,television,image913
what is on the piano,picture,image1330
what is on the right side of the spatula holder,coffee_machine,image808
what is on the table,monitor,image603
what is the object in front of the screen,toilet,image667
what is the colour of the sofa near the wall,red,image1308
how many legs of the chairs are visible,2,image28
how many drawer knobs are there,11,image75
how many cupboards are there,2,image792
what is the object on the floor,sofa,image483
what is leaning against the wall,table,image434
what is in front of the poster,machine,image450
what is stuck above the fireplace,television,image1338
what is to the right side of the bed,table,image1181
what is the largest object on the table,monitor,image614
what is the colour of the comforter,blue,image540
what is on the left side of the sofa,blinds,image422
what is below the left bookshelf,ladder,image104
what is below the decorative item,cabinet,image1361
what is in front of the table,chair,image935
how many pictures are there on the night stand,3,image1191
what is on the shelf,books,image623
what is to the left of the piano,chair,image1278
what is below the blanket and pillows on the left side of the night stand,mattress,image73
what is in front of the table,chair,image1170
what is in front of the holder,wine_bottle,image563
how many red pillows are there,2,image1195
what is on the right side of the basket,blinds,image743
what is to the right of cot,shelves,image64
what is on the table,"lamp, lamp",image464
what are the things found on the bed,"clothes, pillow",image1153
what is the largest object,table,image1409
what object is found on the right side of the paper rack,glass_container,image904
what is on the sofa,toy,image283
what is the largest object,sofa,image1258
what are the things on the coffee table,"candelabra, books, chessboard",image1210
what is above bed,window,image280
what is hung on the wall near the storage rack,mirror,image1044
what are stuck on the wall,photo,image1346
what is the green object behind the chair nest to the telephon and clock,curtain,image8
what is in the basket,clothes,image543
what is at the left side,bed,image1075
what color is the plastic toy container on the toy chair,blue,image402
what are the objects on the shelves,books,image646
what is on the left side of the lamp,picture,image1233
what is on the left side of the door,window,image1228
what is between the decorative items,whiteboard,image1392
how many beds are there,2,image1117
what is the object on the floor in the corner,plant,image900
what is kept near the right side lamp,file_box,image959
what is the largest object,table,image577
what is behind the dining table,cabinet,image1434
how many chairs are around the table,4,image1436
what is largest object,table,image1359
what is the largest white object in this picture,whiteboard,image28
what is on the left most side on the shelf,bottle_of_liquid,image662
what is on the left side table,printer,image528
how many shelves are there beneath the light,2,image34
what is the object close to the wall behind the chair,door,image1106
how many sofas are there,2,image1299
what is the colour of the sofa,black,image386
how many kids are sitting,3,image303
what is amidst the books,decorative_item,image1288
what is on the ceiling,light,image1257
what is below the shelf,hot_water_heater,image140
what is on the tall table,television,image1193
what is above the cabinet,window,image1179
what is found at the right side of the bed,window,image1190
what is the object close to the floor right of the door,bathtub,image673
what is on the left side of the sink,kitchen_utensils,image795
what is found on the floor,floor_mat,image965
how many pictures are there on the white wall,2,image183
what is the object on the floor in front of the cabinet,books,image998
how many drawers are there,6,image1005
what is the object close to the wall,picture,image1077
what is the largest object,bed,image909
what is at the top right corner,cabinet,image1221
what is the object on the floor in front of the wall,cabinet,image75
how many drawer knobs are there,3,image1125
what is the object on the floor close to the wall,picture,image975
what colors do the circles of the bed sheet have,"yellow, orange, black, purple",image526
what is the table in the image1206 on the floor,pool_table,image1206
what is found on the opposite side of the right side window,table,image802
what is to the right of lamp,door,image580
what is kept near the wall and the bed in the corner of the room,lamp,image1007
what is on the bed,"comforter, pillow",image1014
what is above the bowl,window,image1119
what is on the right side of the bed,lamp,image1107
what is placed on the sofa,pillow,image245
what is above the chair,blinds,image1056
what is on the table,books,image384
what are objects stacked on the shelves,books,image15
what is kept in front of the table,chair,image1132
what is behind the table in front of the drawer,picture,image1113
what is near vacuum cleaner,refridgerator,image489
how many chairs are there,6,image748
what are around the table,chair,image1229
what is opposite to the speaker,table,image602
what is kept near the table,chair,image1034
what is on the left side of the bottle of liquid,cream,image509
what is the object on the counter left of the stove,microwave,image785
what is on the left side of the table,fan,image606
what are found on the table,"music_stereo, remote_control, wire",image1218
what is the object close to the wall,whiteboard,image28
what is the object close to the wall above the stool,picture,image962
what color is the table,brown,image1364
what is the colour of towel,green,image739
what is the object on the stool,lamp,image962
what is behind the chair,fruit,image810
what is on the right side of the stand,chair,image943
what is on the left side of the pink dolls,mirror,image1177
how many black chairs are there,8,image1346
what is behind the computer,picture,image287
what is beneath the wall hanging,"box, table",image1447
what object is found behind the vase,window,image818
what object is found on the left side,chair,image967
what is the colour of the toy chair,blue,image1073
what is at the bottom left corner,bed,image1093
what is the object right of the screen,cabinet,image911
what is the object on the floor right of the shelves,garbage_bin,image990
what is below the bedside lamp between the bed and the window,night_stand,image914
what is on the left side of the wall,door,image663
what is to the right of the bed,cabinet,image1131
what is placed on the bed,clothes,image220
what is on right side of the door way and on the left side of the armchair in frot of the wall,water_dispenser,image21
who is in front of the computer,person,image213
what colour is the sofa,red,image36
what is on the left side of the bowl,oven,image849
what is found in front of the window,faucet,image817
what is in front of the window,sofa,image1280
what is on the table in front of the sofa,"book, decorative_item",image1304
what is the object on the top right,fan,image801
how many bathtub knobs are there,2,image696
what is the colour of the plant,green,image340
what is on the right side of the night stand,window,image1030
what is on the door,knob,image1167
what is colour of the cap,orange,image1201
what is on the right side of the exercise ball,chair,image427
how many doors does the cupboard have,2,image1016
what is the light brown object next to the bed,dresser,image56
what are the things on the rug,"decoration_item, clothes",image1420
what is the colour of the bag,blue,image394
how many brown round tables are there,2,image227
what is on the floor,pillow,image974
what is the colour of the carpet,"brown, purple, white",image463
what is behind the chair,sofa,image547
what is the object close to the tissue rod,tissue,image703
what is at the right side,cabinet,image1332
which objects are around the sink,"hair_brush, bottle_of_hand_wash_liquid, toothbrush_holder, toothbrush, faucet, faucet_handle",image195
what is the object close to the wall behind the table,cabinet,image146
what is on the table,file_pad,image334
what were stuck on the refridgerator,papers,image768
what is on the paper,pen,image453
what is near the wall divider,container,image1410
what is at the top right corner,window,image1199
what is the object close to the floor,floor_mat,image784
how many pictures are stuck around the clock,5,image13
what is in front of the table,bookshelf,image1276
what is at the left side,bunk_bed,image1080
what is the largest object,chair,image59
what is on shelf,toy,image530
what are the objects on the floor in front of the door,"shoe, umbrella, bag",image150
what is the colour of the lamp,"white, red",image982
what is the object on the counter in the corner,microwave,image857
how many chairs are there,10,image1437
what is the largest object on the table,lamp,image986
what is found to the opposite of the left window,bed,image913
what is above the bed,blinds,image1196
how many lamps are above the cash desk,2,image234
what is behind the chair,window,image1294
what is kept on the floor in the middle of the image1008,bag,image1008
what is in front of sink,toilet,image703
what is on the cable,cell_phone_charger,image525
what is the object below the counter left of the cabinet,dishwasher,image826
what is to the left of wall,garbage_bin,image8
what is in front of the cup,soap,image665
what is the object close to the towel rod,towel,image709
what is the object on the shelf,dvd_player,image646
how many chairs are seen,1,image886
what is the colour of the sofa,gray,image1251
what is behind the sofa,cabinet,image1287
what is on the left side of the sofa,table,image1266
what is above the switch board,mirror,image657
what color is the shade of the table lamp close to the bookshelf,white,image181
what is stuck on the left side of the towel,roll_of_toilet_paper,image659
what is the object before the table,chair,image954
what is the colour of the bottle of hand wash liquid,green,image775
how many drawers are there,3,image1319
what is hanged on the wall above the table,photo,image1305
what are the things on the table,"lamp, toy, pen_stand, notebook",image1161
what is the object on the floor close to the wall,cabinet,image1403
what is in front of the bottle of hand wash liquid,decorative_plate,image682
what is on the right side of the drawer table,picture,image1054
what is the white object in the candlestick,candle,image52
what is to the right side of the window,bookshelf,image1194
what is on the floor on the left side of the wardrobe door,head_phone,image59
what is behind the tissue box,paper_holder,image637
how many shelves and tables are there,3,image1172
what is to the right of the shirts,shelves,image406
what is left of shelf,door,image578
what is to the left of the cup board,door,image194
how many plastic bottles are between the white fridge and the oven,5,image2
what is on the either side of the bed,light,image997
what is behind the door,shelves,image711
what is in front of the toys rack,table,image1125
how many drawers are there,3,image695
what is the object close to the door,door_knob,image648
how many dark brown chairs are there,8,image1406
what is in the door,door_knob,image506
how many colours fully displayed in doll,3,image780
what is to the right side of the table,bed,image1182
how many chairs are there,2,image523
what is the colour of the toy stroller,white,image1083
what is on the left side of the chair,table,image460
what is the colour of the door,gray,image8
what is in the left corner of the cabinet,lamp,image1118
how many chairs are surrounding the table,8,image1402
what is on the right side of the drawer,shoe,image1072
what is largest object,television,image147
what is the object on the counter in the corner,electric_mixer,image566
what are the things on the floor,"book, shoe",image1070
what is the paint colour used in photo,white,image1149
what is to the right of the sofa,table,image1289
how many book racks are there,2,image817
what is around the table,chair,image544
what is at the right side,cabinet,image1356
what is at the bottom right,bed,image1077
what is the window cover with,curtain,image992
what is the object close to the wall,picture,image589
what is on the door,clothes,image1012
how many plum pillows are there on the brown carpet and next to the bed,1,image1063
how many knobs are there,4,image1358
how many black swivel chairs are there around the brown table,6,image19
what is amidst the chairs,table,image1396
what is in front of the left side wall,table,image1434
what is more on the table,papers,image320
what is to the right of the kitchen container,sink,image866
what is on the left side of the tissue box,container,image657
what is on the show piece shelf,decorative_plate,image1292
what is put on the windows,window_cover,image1036
what is the colour of switch,white,image782
what is present on the floor amidst the clothes,doll,image1035
what color is the dish washing sponge close to the sink,"green, yellow",image194
what is behind the sofa,ping_pong_table,image430
what is the colour of bricks,brown,image216
what is the object found on the right top corner,fan,image894
what is on the left side of the sofa,curtain,image1234
how many drawers are visible,3,image483
what is on the sofa,pillow,image1267
what is the colour of the decorative item on the wall,"brown, white",image799
what color is the bedside lamp behind the bottle of water,black,image73
what is in front of the table,sofa,image238
what is in on the table in between the sofas,lamp,image1250
what is the object close to the cabinet,sink,image44
what is the object close to the floor,floor_mat,image752
what are the things on the cabinet,"toy, photo, books",image1322
what is to the right of the door on the wall,light_switch,image1310
what is in front of the drawer,drawer_knob,image1016
what is beneath the switch,table,image1109
what is to the left of the table,chair,image391
what is beneath the hat,clothes,image94
what is hanged on the wall,photo,image1274
how many short chairs are there,3,image1431
what is stuck on the wall,photo,image1281
what colour is the pillow,white,image247
what is on the right side of the door,water_cooler,image417
what is near the chair,baby_chair,image398
how many racks are visible,4,image1307
what is above the sofa,picture,image1143
what is in front of the lamp,books,image1328
what is the colour of the computer,black,image6
what are the objects on the table,books,image1227
how many sofas are there,2,image483
what is on the shelf,"lamp, toy",image937
what is on the window,curtain,image939
what is on the left side of the drawers,dishwasher,image796
what is on the right side of the table,toy,image1413
which decorative object is in this picture,vase,image434
what is at the center of the cabinet,television,image1260
what is object close to the counter in the middle,stove,image906
what is behind the door,toy,image391
what is colour of television,black,image595
what color is the ornamental plant in fornt of the fan coil but not close to sofa,red,image14
what is the largest wooden object in this picture,table,image822
what is hanging on the hangers on the right side of the room,backpack,image309
what is the colour of the cabinet,white,image1162
how many dolphins are there in the poster,2,image1125
how many printers are there,2,image38
what is available near the top left corner,door,image1012
what is the green object on the table,tissue_box,image735
what is on the table,"bottle_of_liquid, perfume, cream",image497
what is on the right side of the wall,door,image636
what is left to the left most cpu,cables,image29
what is on the sofa,"carton, pillow",image1325
what is to the right of the bed,cabinet,image1064
how many pillows are there on the bed,4,image1060
what is on the drawers,television,image970
how many stools are there,2,image1303
what is to the right of the shirt,window,image1066
what is on the right to the picture,lamp,image1445
what is above the shirts in hanger,calendar,image119
what is on the left of the sofa,charger,image934
what object is found on the right side of the toys shelf,garbage_bin,image990
how many objects are there on the wall,1,image1414
how many floor mats are there,2,image1230
what is the object on the stool,lamp,image1133
what kind of gym equipment is on the right side of the sofa,treadmill,image1318
what is on the left side of the curtain,blinds,image1294
how many ladders are,1,image7
what is behind the chairs,door,image1381
what is on the right side of the table,garbage_bin,image571
what is stuck on the wall,photo,image1359
what is on the wall,"paper, picture",image1062
what objects are in the rack,"medal, toy",image1293
what is to the left of the shelf,drawer,image324
what is the colour of the walls,white,image219
what is in front of the sofa,table,image1231
what are the colours of the flowers in the vase,"red, green",image1405
what is found to the left side of the bed,table,image991
how many beds are there,2,image1199
what is above the tap,mirror,image651
what is the object close to the wall left of the mirror,shoe_rack,image1051
how many people are there,2,image395
what is the object close to the wall,faucet,image686
what are the racks made up of,glass,image1257
how many pillow are,4,image518
how many pillows are there,4,image924
what is at the top rack of the table,cd,image1197
what is above sink,mirror,image702
what is above sink,tissue_roll,image251
what is behind the chair,table,image1194
what is on the piano,book,image1212
what is on the sofa,paper,image1252
what is inside the tv stand,dvd_player,image147
what is left of shelf,door,image295
what are objects on the shelves,cup,image97
how many show piece shelves are there,4,image1257
what is the object below the counter,cabinet,image699
what is on the right side of the sofa,lamp,image546
what is on the lef side of the monitor,printer,image1262
what is the colour of the mat,red,image687
what is the colour of the wall,blue,image1057
what is stuck at the right corner of the framed certificates,photo,image319
what is found below the photo,bed,image1125
what is the largest object on the wall,television,image642
how many pillows found,5,image1214
how many pillows are there,3,image1174
what is on the stool,books,image478
what is hung on the right side wall,picture,image15
what is on the left side of the wall,door,image1025
what is in front of the wall,machine,image449
what is behind the sofa,"flower, vase",image1278
how many framed pictures are on the wall,2,image78
what is the colour of the clothes,black,image23
what is on the microwave,kitchen_utensil,image871
what is the object on the floor left of the bed,cabinet,image940
what is present on the left side of the room near the door,bed,image1028
what is in front of chair,computer,image264
how any chairs are there,3,image373
what is the colour of the biggest vessel,white,image859
what is on the left side of the chair,window,image801
what is on the left side of the table,stool,image936
what is at the top right corner,window,image1280
what is to the right of the bed,mirror,image240
what is the colour of the tiles,pink,image673
what is the object in front of the wall,table,image55
what is hung on the doorknob behind the door,bag,image1003
what are stuck on the wall,photo,image1099
how many sections in the shelf,4,image10
what is found in between the storage racks,window,image830
what is on the left and right of the wall decoration,curtain,image1446
how many chairs are away from the table,3,image343
what is behind the sofa,bookshelf,image1253
how many chairs are there,5,image822
how many chairs are there,8,image1446
how many tall chairs are there,4,image1431
what is kept under the table,garbage_bin,image1034
what is on the refrigerator,"paper, magnet",image773
what is present on top of the bed,pillow,image1027
what is on the table,paper,image811
how many frames are on the wall,3,image9
how many cpu are there,2,image29
what is behind the lamp,window,image1258
what is in between the sofa and foosball table,toy_chair,image424
what is the color of the rack placed above the table,white,image10
what is beneath the table,cables,image823
what is on the table,"book, box, glass",image1339
what object is found on the bed,pillow,image963
what is the colour of the wall,"red, yellow",image860
what is to the left of the table,door,image311
what is at the right side,bookshelf,image1216
what is right of computer,shelves,image552
what is the colour of towel,brown,image505
what is the object on the floor in front of the air vent,bathtub,image509
what is to the right of the cabinet,bed,image994
how many towels are there,2,image709
what are the objects on the bed,"pillow, blanket, bed_sheets",image1060
what is hanging from the drawer,clothes,image1037
what is on the floor,bag,image646
what is on the top of the bookshelf below the frame,box,image207
what is the colour of the flower in the flower vase,red,image886
what colour is the shirt in hanger behind the coffee table,"pink, gray",image118
what is the colour of the towels,"red, blue",image435
what is present behind the bed,wall,image1018
what is stuck on the wall near the bed,photo,image957
what is on the left side of the hot water heater,tissue_roll,image897
how many drawers are there,2,image777
how many drawers are there,5,image1055
what is to the left of the clock,decorative_item,image319
what is the object close to the wall,ladder,image18
what is on the table,bowl,image1364
what is the largest object,refridgerator,image843
what is the colour of the pillows,"brown, white, yellow",image1181
what is on the right side of the blinds,picture,image1356
what is on the whiteboard,map,image120
what is on the right side of the fan,window,image647
what is on the left side of the jar,tissue_roll,image846
what is at the left side,bed,image1152
what are the things before the window,vase,image1322
what is to the front of laptop,bag,image57
how many racks are in the steel,2,image103
what is the object kept on the floor close to the shelves,stool,image102
how many drawers are there,4,image1178
what is found to the right side of the door,television,image912
how many drawer knobs are there,10,image1159
what is the object on the table in the pot,plant,image793
what is to the left of the toy house,shelves,image399
what is on the left side of the sink,"razor, toothpaste",image511
what colors are the carpet under the coffee table,"black, brown, white, gray, pink",image462
what is to the right of the table,chair,image1313
what is on the foot rest,newspapers,image1323
what is kept on the right side top of the table,file,image1034
how many wall pictures are there close to the wall,3,image471
what is found at the top right,window,image1338
what is behind the tap,jug,image840
what is to the left of the television,window,image1316
what is the colour of the computer,black,image6
what is in the second last column from the left in the last row of the shelf,bottle,image578
what is on the right side of the door,books,image639
what is in front of the night lamp,cloth_bag,image176
what is above the toilet,tissue_roll,image501
what is the object on the rolled exercise mat,ball,image966
what is to the opposite of the sofa,table,image1233
what is the colour of the object found under the bed,red,image957
what is the object on the floor in front of the wall,water_dispenser,image21
what is on the left side of the bed,night_stand,image938
what is behind the sofa,table,image166
what is on top of the television,dvd_player,image164
how many drawers found,1,image679
what is above the projector screen,ceiling,image27
what is under the pan,oven,image2
what object is in red colour near lamp inside the mirror,pillow,image985
what is the object above the sink,mirror,image651
what is on the right side of the stove,cup,image845
what color is the column in the middle of the store,brown,image223
what is resting on wall,ladder,image17
what is in front of the rack,chair,image1098
what is on the left side of the blue basket,paper,image411
how many chair are,2,image260
what is the largest object in the image139 on the counter,microwave,image139
what is to the right of the bed,table,image1199
what is the object close to the wall,whiteboard,image41
what is the green object in the right side of the brown door,curtain,image927
what is the colour of the bed sheet,white,image1105
what is on the shelf,tray,image308
what is on the right side of the drawer,refridgerator,image1223
what is on the right side of the bed,"table, chair",image991
what is to the left of stove,box,image136
what is front of screen,chair,image41
what is on the right side of the door,crib,image1198
what is on the left side of the curtains,window,image533
what is on the left side of the microwave,refridgerator,image854
what is on the left side of the kitchen rack,book,image892
what is on the top of the clothing hamper,towel,image1164
what are the two largest black objects in this picture,"bookshelf, treadmill",image1082
how many wine bottles are,4,image188
how many beds are there,1,image522
what is the colour of the comforter,"green, blue, gray",image518
what is behind the scissors,chair,image1416
what is on the plastic stand,bowl,image775
what is on the right most side on the table,coffee_machine,image750
what is the object on the table,flower_pot,image805
what is behind the bed,window,image220
what is hanged on the wall,television,image1213
what is in front of table,garbage_bin,image541
what is on the wall on the left side of the clock,curtain,image923
what is at the bottom of the photo,table,image1175
what are the things on the cabinet,"photo, toy",image1165
what are the objects on the table,"cleaner, monitor, dvd_player",image63
who is on the mirror,person,image47
what is in front of the cabinet,chair,image1391
what is in front of television,sofa,image579
what color is the rocking chair,brown,image1106
what is on the right side of the sink,tissue_roll,image412
what is on the chair in front of the piano,clothes,image354
what fruit is found on the table,banana,image840
how many shelves are visible,4,image480
what is the colour of the table,black,image1312
what is the colour of the wall,pink,image1077
what is the colour of the sofa,brown,image424
what is the object right of the table in the middle of the room,room_divider,image30
what is on the right side of the flower pot,bookshelf,image1240
what object is on the floor on the left side,dog_cage,image1300
what are the objects found near the table,chair,image801
what is on the right side of the night stand,door,image998
what are stuck on the wall,"photo, decoration_item",image1171
what are the things on the table,"cup, papers",image1259
what is at the right side,door,image1194
what is on the right side of the book rack,garbage_bin,image646
what is on the handle,towel,image876
what is the object close to the towel rod,towel,image667
what is on the left side of the sofa,window,image1276
what is under the piano,piano_bench,image1411
what is the object close to the wall right of the counter,dishwasher,image884
what color is the frame on the wall above the desk,black,image77
how many pictures are there on the wall,2,image913
what is the object on the side room divider wall,sponge,image662
what is the object on the table in front of the wall,lamp,image1027
what is the colour of window cover,white,image220
what is to the right of the table,sofa,image1287
what is the blue object on the floor close to the floor,garbage_bin,image123
what is the object that is built close to the floor giving doorway to walk,"door, door_way_arch",image18
what are behind the armchairs on the left and right sides of the television,lamp,image1232
what are the objects found below the cabinet,books,image998
what is on the ceiling,"fan, light",image1335
what is hung on the wall,clock,image88
what are found to the left side of the bookshelf,"table, lamp, chair",image988
what are the things found under the storage rack,"tissue_roll, coffee_machine",image836
what is the colour of wall,white,image701
what is left of sink,refridgerator,image573
what is the colour of the object in the second shelf from top,blue,image1363
what is the colour of the cupboard,brown,image759
what is the green object in the mirror reflection,basket,image515
what is stuck on the wall,photo,image1347
what is on the right side of the tap,bottle,image858
what is suspended from the ceiling,light,image830
what is beneath the blinds,towel,image676
what is found on the table,"vase, books",image1302
what is on the floor,rug,image1417
what are the things found on the top of the sink,"bottle_of_hand_wash_liquid, bar_of_soap",image656
what is the colour of the curtain,white,image650
what is hung on the wall,picture,image1050
what is on the table,mirror,image985
how many framed pictures are there,2,image44
how many chairs are there,7,image1352
what is the object close to the wall,whiteboard,image630
what is on the left most side on the table,clock,image453
what is covered on the table,tablecloth,image166
what is the colour of the paper that is stuck on the left most side of the wall,black,image113
what object is found on the sofa,clothes,image957
how many horizontal reapers in brown door,4,image778
how many chairs are there,1,image53
what is the colour of the towel seen in the reflection of the mirror,pink,image691
how many cupboards are,2,image199
what colour is the sofa,pink,image590
what is the colour of the chair,brown,image915
how many chair are,3,image587
what are stuck on the wall,photo,image1327
what is the object hanged on the wall above the pillow,photo,image965
how many knobs are found,18,image837
what is on the right side of the cabinet,bed,image1081
what is on the right side of the lamp,paper,image1049
what is to the right of the door,cabinet,image1251
what is on the door,decorative_plate,image1235
what are the objects close to the wall,"scarf, switchbox",image125
how many cupboard handle can see,7,image795
how many light brown desks are there in front of the white wall and behind the dark brown chair,1,image1173
what are stuck on the left side wall,photo,image1419
what are found behind the sofa,"table, laptop",image1207
what is on the sofa,"pillow, paper, book",image1275
what are the objects that are stacked on the counter,"file_container, file_stand, file_holder",image13
what is on the night stand apart from the lamp,book,image983
what is the object stuck close to the refrigerator door,magnet,image126
what is hanged on the cabinet,medal,image1262
what is hanged on the window,curtain,image1267
